cell_id,accession_id,cell_name,tissue_id,created_at,updated_at,cell_line_uid
298,CVCL_1175,DMS-153,18,70-01-02 0:00,70-01-02 0:00,DMS153_298_2019
299,CVCL_1176,DMS-273,18,70-01-02 0:00,70-01-02 0:00,DMS273_299_2019
300,CVCL_1177,DMS-53,18,70-01-02 0:00,70-01-02 0:00,DMS53_300_2019
301,CVCL_1178,DMS-79,18,70-01-02 0:00,70-01-02 0:00,DMS79_301_2019
302,CVCL_2022,DND-41,13,70-01-02 0:00,70-01-02 0:00,DND41_302_2019
303,CVCL_1179,DOHH-2,13,70-01-02 0:00,70-01-02 0:00,DOHH2_303_2019
304,CVCL_1180,DOK,37,70-01-02 0:00,70-01-02 0:00,DOK_304_2019
305,CVCL_6774,DOR 13,24,70-01-02 0:00,70-01-02 0:00,DOR13_305_2019
306,CVCL_1181,DoTc2-4510,10,70-01-02 0:00,70-01-02 0:00,DoTc24510_306_2019
307,CVCL_6774,DOV13,24,70-01-02 0:00,70-01-02 0:00,DOV13_307_2019
308,CVCL_1182,DSH1,38,70-01-02 0:00,70-01-02 0:00,DSH1_308_2019
309,CVCL_0105,DU-145,28,70-01-02 0:00,70-01-02 0:00,DU145_309_2019
310,CVCL_1183,DU-4475,7,70-01-02 0:00,70-01-02 0:00,DU4475_310_2019
311,CVCL_1184,DV-90,18,70-01-02 0:00,70-01-02 0:00,DV90_311_2019
312,CVCL_1185,EB-3,13,70-01-02 0:00,70-01-02 0:00,EB3_312_2019
313,CVCL_2027,EB1,13,70-01-02 0:00,70-01-02 0:00,EB1_313_2019
314,CVCL_1186,EB2,13,70-01-02 0:00,70-01-02 0:00,EB2_314_2019
315,CVCL_2891,EBC-1,18,70-01-02 0:00,70-01-02 0:00,EBC1_315_2019
316,CVCL_1187,EC-GI-10,21,70-01-02 0:00,70-01-02 0:00,ECGI10_316_2019
317,CVCL_1188,ECC10,34,70-01-02 0:00,70-01-02 0:00,ECC10_317_2019
318,CVCL_1189,ECC12,34,70-01-02 0:00,70-01-02 0:00,ECC12_318_2019
319,CVCL_1190,ECC4,12,70-01-02 0:00,70-01-02 0:00,ECC4_319_2019
320,CVCL_1191,EFE-184,11,70-01-02 0:00,70-01-02 0:00,EFE184_320_2019
321,CVCL_0253,EFM-19,7,70-01-02 0:00,70-01-02 0:00,EFM19_321_2019
322,CVCL_1812,EFM-192A,7,70-01-02 0:00,70-01-02 0:00,EFM192A_322_2019
323,CVCL_1813,EFM-192B,7,70-01-02 0:00,70-01-02 0:00,EFM192B_323_2019
324,CVCL_1814,EFM-192C,7,70-01-02 0:00,70-01-02 0:00,EFM192C_324_2019
325,CVCL_0029,EFO-21,24,70-01-02 0:00,70-01-02 0:00,EFO21_325_2019
326,CVCL_1192,EFO-27,24,70-01-02 0:00,70-01-02 0:00,EFO27_326_2019
327,CVCL_1193,EGI-1,3,70-01-02 0:00,70-01-02 0:00,EGI1_327_2019
328,CVCL_1194,EHEB,13,70-01-02 0:00,70-01-02 0:00,EHEB_328_2019
329,CVCL_2030,EJM,13,70-01-02 0:00,70-01-02 0:00,EJM_329_2019
330,CVCL_1195,EKVX,18,70-01-02 0:00,70-01-02 0:00,EKVX_330_2019
331,CVCL_1196,EM-2,13,70-01-02 0:00,70-01-02 0:00,EM2_331_2019
332,CVCL_X486,EMC-BAC-1,21,70-01-02 0:00,70-01-02 0:00,EMCBAC1_332_2019
333,CVCL_X487,EMC-BAC-2,21,70-01-02 0:00,70-01-02 0:00,EMCBAC2_333_2019
334,CVCL_2034,EN,11,70-01-02 0:00,70-01-02 0:00,EN_334_2019
335,CVCL_0258,EoL-1-cell,13,70-01-02 0:00,70-01-02 0:00,EoL1cell_335_2019
336,CVCL_1197,EPLC-272H,18,70-01-02 0:00,70-01-02 0:00,EPLC272H_336_2019
337,CVCL_3509,ES-2,24,70-01-02 0:00,70-01-02 0:00,ES2_337_2019
338,CVCL_1198,ES1,5,70-01-02 0:00,70-01-02 0:00,ES1_338_2019
339,CVCL_1199,ES3,5,70-01-02 0:00,70-01-02 0:00,ES3_339_2019
340,CVCL_1200,ES4,5,70-01-02 0:00,70-01-02 0:00,ES4_340_2019
341,CVCL_1201,ES5,5,70-01-02 0:00,70-01-02 0:00,ES5_341_2019
342,CVCL_1202,ES6,5,70-01-02 0:00,70-01-02 0:00,ES6_342_2019
343,CVCL_1203,ES7,5,70-01-02 0:00,70-01-02 0:00,ES7_343_2019
344,CVCL_1204,ES8,5,70-01-02 0:00,70-01-02 0:00,ES8_344_2019
345,CVCL_2035,ESO26,21,70-01-02 0:00,70-01-02 0:00,ESO26_345_2019
346,CVCL_2036,ESO51,21,70-01-02 0:00,70-01-02 0:00,ESO51_346_2019
347,CVCL_1205,ESS-1,11,70-01-02 0:00,70-01-02 0:00,ESS1_347_2019
348,CVCL_1206,ETK-1,3,70-01-02 0:00,70-01-02 0:00,ETK1_348_2019
349,CVCL_1207,EVSA-T,7,70-01-02 0:00,70-01-02 0:00,EVSAT_349_2019
350,CVCL_1208,EW-1,5,70-01-02 0:00,70-01-02 0:00,EW1_350_2019
351,CVCL_1209,EW-11,5,70-01-02 0:00,70-01-02 0:00,EW11_351_2019
352,CVCL_1210,EW-12,5,70-01-02 0:00,70-01-02 0:00,EW12_352_2019
353,CVCL_1211,EW-13,5,70-01-02 0:00,70-01-02 0:00,EW13_353_2019
354,CVCL_1212,EW-16,5,70-01-02 0:00,70-01-02 0:00,EW16_354_2019
355,CVCL_1213,EW-18,5,70-01-02 0:00,70-01-02 0:00,EW18_355_2019
356,CVCL_1214,EW-22,5,70-01-02 0:00,70-01-02 0:00,EW22_356_2019
357,CVCL_1215,EW-24,5,70-01-02 0:00,70-01-02 0:00,EW24_357_2019
358,CVCL_1216,EW-3,5,70-01-02 0:00,70-01-02 0:00,EW3_358_2019
359,CVCL_1217,EW-7,5,70-01-02 0:00,70-01-02 0:00,EW7_359_2019
360,CVCL_EQ72,EW7476,5,70-01-02 0:00,70-01-02 0:00,EW7476_360_2019
361,CVCL_V618,EW8,5,70-01-02 0:00,70-01-02 0:00,EW8_361_2019
362,CVCL_S740,EWS502,5,70-01-02 0:00,70-01-02 0:00,EWS502_362_2019
363,CVCL_2037,F-36P,13,70-01-02 0:00,70-01-02 0:00,F36P_363_2019
364,CVCL_V616,F5,9,70-01-02 0:00,70-01-02 0:00,F5_364_2019
365,CVCL_1218,FADU,37,70-01-02 0:00,70-01-02 0:00,FADU_365_2019
366,CVCL_3302,Farage,13,70-01-02 0:00,70-01-02 0:00,Farage_366_2019
367,CVCL_2045,FLO-1,21,70-01-02 0:00,70-01-02 0:00,FLO1_367_2019
368,CVCL_1219,FTC-133,36,70-01-02 0:00,70-01-02 0:00,FTC133_368_2019
369,CVCL_2447,FTC-238,36,70-01-02 0:00,70-01-02 0:00,FTC238_369_2019
370,CVCL_2047,FU-OV-1,24,70-01-02 0:00,70-01-02 0:00,FUOV1_370_2019
371,CVCL_2908,FU97,34,70-01-02 0:00,70-01-02 0:00,FU97_371_2019
372,CVCL_2909,"G-292, clone A141B1",5,70-01-02 0:00,70-01-02 0:00,"G292,cloneA141B1_372_2019"
373,CVCL_1220,G-361,31,70-01-02 0:00,70-01-02 0:00,G361_373_2019
374,CVCL_0270,G-401,33,70-01-02 0:00,70-01-02 0:00,G401_374_2019
375,CVCL_1221,G-402,33,70-01-02 0:00,70-01-02 0:00,G402_375_2019
376,CVCL_W798,G-MEL,31,70-01-02 0:00,70-01-02 0:00,GMEL_376_2019
377,CVCL_N739,G111,6,70-01-02 0:00,70-01-02 0:00,G111_377_2019
378,CVCL_N740,G112,6,70-01-02 0:00,70-01-02 0:00,G112_378_2019
379,CVCL_N741,G118,6,70-01-02 0:00,70-01-02 0:00,G118_379_2019
380,CVCL_N742,G120,6,70-01-02 0:00,70-01-02 0:00,G120_380_2019
381,CVCL_N743,G121,6,70-01-02 0:00,70-01-02 0:00,G121_381_2019
382,CVCL_N744,G122,6,70-01-02 0:00,70-01-02 0:00,G122_382_2019
383,CVCL_N746,G124,6,70-01-02 0:00,70-01-02 0:00,G124_383_2019
384,CVCL_N747,G130,6,70-01-02 0:00,70-01-02 0:00,G130_384_2019
385,CVCL_N748,G140,6,70-01-02 0:00,70-01-02 0:00,G140_385_2019
386,CVCL_N749,G141,6,70-01-02 0:00,70-01-02 0:00,G141_386_2019
387,CVCL_N750,G142,6,70-01-02 0:00,70-01-02 0:00,G142_387_2019
388,CVCL_N723,G22,6,70-01-02 0:00,70-01-02 0:00,G22_388_2019
389,CVCL_0V15,G28T,6,70-01-02 0:00,70-01-02 0:00,G28T_389_2019
390,CVCL_N727,G44,6,70-01-02 0:00,70-01-02 0:00,G44_390_2019
391,CVCL_N729,G59,6,70-01-02 0:00,70-01-02 0:00,G59_391_2019
392,CVCL_N731,G61,6,70-01-02 0:00,70-01-02 0:00,G61_392_2019
393,CVCL_N735,G84,6,70-01-02 0:00,70-01-02 0:00,G84_393_2019
394,CVCL_2456,G96,6,70-01-02 0:00,70-01-02 0:00,G96_394_2019
395,CVCL_1222,GA-10,13,70-01-02 0:00,70-01-02 0:00,GA10_395_2019
396,CVCL_1224,GA-10-Clone-4,13,70-01-02 0:00,70-01-02 0:00,GA10Clone4_396_2019
397,CVCL_1225,GAK,31,70-01-02 0:00,70-01-02 0:00,GAK_397_2019
398,CVCL_1226,GAMG,9,70-01-02 0:00,70-01-02 0:00,GAMG_398_2019
399,CVCL_1227,GB-1,9,70-01-02 0:00,70-01-02 0:00,GB1_399_2019
400,CVCL_1228,GCIY,34,70-01-02 0:00,70-01-02 0:00,GCIY_400_2019
401,CVCL_1229,GCT,33,70-01-02 0:00,70-01-02 0:00,GCT_401_2019
402,CVCL_1230,GDM-1,13,70-01-02 0:00,70-01-02 0:00,GDM1_402_2019
403,CVCL_0271,Geo,16,70-01-02 0:00,70-01-02 0:00,Geo_403_2019
404,CVCL_1231,GI-1,9,70-01-02 0:00,70-01-02 0:00,GI1_404_2019
405,CVCL_1232,GI-ME-N,2,70-01-02 0:00,70-01-02 0:00,GIMEN_405_2019
406,CVCL_3371,GLC-82,18,70-01-02 0:00,70-01-02 0:00,GLC82_406_2019
407,CVCL_1233,GMS-10,9,70-01-02 0:00,70-01-02 0:00,GMS10_407_2019
408,CVCL_2050,GOS-3,9,70-01-02 0:00,70-01-02 0:00,GOS3_408_2019
409,CVCL_1234,GOTO,2,70-01-02 0:00,70-01-02 0:00,GOTO_409_2019
410,CVCL_2450,Gp2D,16,70-01-02 0:00,70-01-02 0:00,Gp2D_410_2019
411,CVCL_1235,GP5d,16,70-01-02 0:00,70-01-02 0:00,GP5d_411_2019
412,CVCL_2451,GR-M,31,70-01-02 0:00,70-01-02 0:00,GRM_412_2019
413,CVCL_1236,GR-ST,13,70-01-02 0:00,70-01-02 0:00,GRST_413_2019
414,CVCL_1818,GRANTA-519,13,70-01-02 0:00,70-01-02 0:00,GRANTA519_414_2019
415,CVCL_8876,GSS,34,70-01-02 0:00,70-01-02 0:00,GSS_415_2019
416,CVCL_8877,GSU,34,70-01-02 0:00,70-01-02 0:00,GSU_416_2019
417,CVCL_1237,GT3TKB,34,70-01-02 0:00,70-01-02 0:00,GT3TKB_417_2019
418,CVCL_7668,GTL-16,34,70-01-02 0:00,70-01-02 0:00,GTL16_418_2019
419,CVCL_1238,H-EMC-SS,5,70-01-02 0:00,70-01-02 0:00,HEMCSS_419_2019
420,CVCL_A532,H2369,27,70-01-02 0:00,70-01-02 0:00,H2369_420_2019
421,CVCL_A533,H2373,18,70-01-02 0:00,70-01-02 0:00,H2373_421_2019
422,CVCL_A536,H2461,27,70-01-02 0:00,70-01-02 0:00,H2461_422_2019
423,CVCL_A543,H2591,18,70-01-02 0:00,70-01-02 0:00,H2591_423_2019
424,CVCL_A545,H2595,18,70-01-02 0:00,70-01-02 0:00,H2595_424_2019
425,CVCL_U994,H2722,27,70-01-02 0:00,70-01-02 0:00,H2722_425_2019
426,CVCL_U995,H2731,18,70-01-02 0:00,70-01-02 0:00,H2731_426_2019
427,CVCL_U996,H2795,27,70-01-02 0:00,70-01-02 0:00,H2795_427_2019
428,CVCL_U997,H2803,27,70-01-02 0:00,70-01-02 0:00,H2803_428_2019
429,CVCL_U998,H2804,27,70-01-02 0:00,70-01-02 0:00,H2804_429_2019
430,CVCL_U999,H2810,18,70-01-02 0:00,70-01-02 0:00,H2810_430_2019
431,CVCL_V000,H2818,27,70-01-02 0:00,70-01-02 0:00,H2818_431_2019
432,CVCL_V001,H2869,27,70-01-02 0:00,70-01-02 0:00,H2869_432_2019
433,CVCL_A555,H290,27,70-01-02 0:00,70-01-02 0:00,H290_433_2019
434,CVCL_A464,H3118,29,70-01-02 0:00,70-01-02 0:00,H3118_434_2019
435,CVCL_1556,H322T,18,70-01-02 0:00,70-01-02 0:00,H322T_435_2019
436,CVCL_6831,H3255,18,70-01-02 0:00,70-01-02 0:00,H3255_436_2019
437,CVCL_1239,H4,9,70-01-02 0:00,70-01-02 0:00,H4_437_2019
438,CVCL_A570,H513,27,70-01-02 0:00,70-01-02 0:00,H513_438_2019
439,CVCL_1240,H9,13,70-01-02 0:00,70-01-02 0:00,H9_439_2019
440,CVCL_1241,HA7-RCC,15,70-01-02 0:00,70-01-02 0:00,HA7RCC_440_2019
441,CVCL_1242,HAL-01,13,70-01-02 0:00,70-01-02 0:00,HAL01_441_2019
442,CVCL_2914,HARA,7,70-01-02 0:00,70-01-02 0:00,HARA_442_2019
443,CVCL_4362,HBL-100,7,70-01-02 0:00,70-01-02 0:00,HBL100_443_2019
444,CVCL_1243,HC-1,13,70-01-02 0:00,70-01-02 0:00,HC1_444_2019
445,CVCL_0289,HCA-7,16,70-01-02 0:00,70-01-02 0:00,HCA7_445_2019
446,CVCL_5126,HCC-1171,18,70-01-02 0:00,70-01-02 0:00,HCC1171_446_2019
447,CVCL_5127,HCC-1195,18,70-01-02 0:00,70-01-02 0:00,HCC1195_447_2019
448,CVCL_5128,HCC-1359,18,70-01-02 0:00,70-01-02 0:00,HCC1359_448_2019
449,CVCL_L088,HCC-1438,18,70-01-02 0:00,70-01-02 0:00,HCC1438_449_2019
450,CVCL_2057,HCC-15,18,70-01-02 0:00,70-01-02 0:00,HCC15_450_2019
451,CVCL_A351,HCC-1588,18,70-01-02 0:00,70-01-02 0:00,HCC1588_451_2019
452,CVCL_5129,HCC-1833,18,70-01-02 0:00,70-01-02 0:00,HCC1833_452_2019
453,CVCL_V578,HCC-1897,18,70-01-02 0:00,70-01-02 0:00,HCC1897_453_2019
454,CVCL_A352,HCC-2108,18,70-01-02 0:00,70-01-02 0:00,HCC2108_454_2019
455,CVCL_5131,HCC-2279,18,70-01-02 0:00,70-01-02 0:00,HCC2279_455_2019
456,CVCL_V586,HCC-2814,18,70-01-02 0:00,70-01-02 0:00,HCC2814_456_2019
457,CVCL_2058,HCC-33,18,70-01-02 0:00,70-01-02 0:00,HCC33_457_2019
458,CVCL_2059,HCC-366,18,70-01-02 0:00,70-01-02 0:00,HCC366_458_2019
459,CVCL_2060,HCC-44,18,70-01-02 0:00,70-01-02 0:00,HCC44_459_2019
460,CVCL_2917,HCC-56,16,70-01-02 0:00,70-01-02 0:00,HCC56_460_2019
461,CVCL_2061,HCC-78,18,70-01-02 0:00,70-01-02 0:00,HCC78_461_2019
462,CVCL_V622,HCC-827-GR5,18,70-01-02 0:00,70-01-02 0:00,HCC827GR5_462_2019
463,CVCL_5137,HCC-95,18,70-01-02 0:00,70-01-02 0:00,HCC95_463_2019
464,CVCL_1244,HCC1008,7,70-01-02 0:00,70-01-02 0:00,HCC1008_464_2019
465,CVCL_V675,HCC1011,15,70-01-02 0:00,70-01-02 0:00,HCC1011_465_2019
466,CVCL_1245,HCC1143,7,70-01-02 0:00,70-01-02 0:00,HCC1143_466_2019
467,CVCL_1246,HCC1143BL,7,70-01-02 0:00,70-01-02 0:00,HCC1143BL_467_2019
468,CVCL_V651,HCC1162,39,70-01-02 0:00,70-01-02 0:00,HCC1162_468_2019
469,CVCL_1247,HCC1187,7,70-01-02 0:00,70-01-02 0:00,HCC1187_469_2019
470,CVCL_V719,HCC12,15,70-01-02 0:00,70-01-02 0:00,HCC12_470_2019
471,CVCL_V686,HCC1263,16,70-01-02 0:00,70-01-02 0:00,HCC1263_471_2019
472,CVCL_V671,HCC1319,15,70-01-02 0:00,70-01-02 0:00,HCC1319_472_2019
473,CVCL_1249,HCC1395,7,70-01-02 0:00,70-01-02 0:00,HCC1395_473_2019
474,CVCL_1251,HCC1419,7,70-01-02 0:00,70-01-02 0:00,HCC1419_474_2019
475,CVCL_1252,HCC1428,7,70-01-02 0:00,70-01-02 0:00,HCC1428_475_2019
476,CVCL_V591,HCC1482,39,70-01-02 0:00,70-01-02 0:00,HCC1482_476_2019
477,CVCL_V592,HCC1493,7,70-01-02 0:00,70-01-02 0:00,HCC1493_477_2019
478,CVCL_1254,HCC1500,7,70-01-02 0:00,70-01-02 0:00,HCC1500_478_2019
479,CVCL_V595,HCC1534,18,70-01-02 0:00,70-01-02 0:00,HCC1534_479_2019
480,CVCL_1255,HCC1569,7,70-01-02 0:00,70-01-02 0:00,HCC1569_480_2019
481,CVCL_V597,HCC1576,1,70-01-02 0:00,70-01-02 0:00,HCC1576_481_2019
482,CVCL_1256,HCC1599,7,70-01-02 0:00,70-01-02 0:00,HCC1599_482_2019
483,CVCL_1258,HCC1806,7,70-01-02 0:00,70-01-02 0:00,HCC1806_483_2019
484,CVCL_5130,HCC193,18,70-01-02 0:00,70-01-02 0:00,HCC193_484_2019
485,CVCL_0290,HCC1937,7,70-01-02 0:00,70-01-02 0:00,HCC1937_485_2019
486,CVCL_1259,HCC1954,7,70-01-02 0:00,70-01-02 0:00,HCC1954_486_2019
487,CVCL_2062,HCC202,7,70-01-02 0:00,70-01-02 0:00,HCC202_487_2019
488,CVCL_1261,HCC2157,7,70-01-02 0:00,70-01-02 0:00,HCC2157_488_2019
489,CVCL_3375,HCC2185,7,70-01-02 0:00,70-01-02 0:00,HCC2185_489_2019
490,CVCL_1263,HCC2218,7,70-01-02 0:00,70-01-02 0:00,HCC2218_490_2019
491,CVCL_V635,HCC2270,18,70-01-02 0:00,70-01-02 0:00,HCC2270_491_2019
492,CVCL_V636,HCC2302,18,70-01-02 0:00,70-01-02 0:00,HCC2302_492_2019
493,CVCL_3376,HCC2688,7,70-01-02 0:00,70-01-02 0:00,HCC2688_493_2019
494,CVCL_V588,HCC2885,18,70-01-02 0:00,70-01-02 0:00,HCC2885_494_2019
495,CVCL_0V16,HCC2911,7,70-01-02 0:00,70-01-02 0:00,HCC2911_495_2019
496,CVCL_1265,HCC2935,18,70-01-02 0:00,70-01-02 0:00,HCC2935_496_2019
497,CVCL_1266,HCC2998,16,70-01-02 0:00,70-01-02 0:00,HCC2998_497_2019
498,CVCL_3377,HCC3153,7,70-01-02 0:00,70-01-02 0:00,HCC3153_498_2019
499,CVCL_5134,HCC364,18,70-01-02 0:00,70-01-02 0:00,HCC364_499_2019
500,CVCL_1267,HCC38,7,70-01-02 0:00,70-01-02 0:00,HCC38_500_2019
501,CVCL_1268,HCC38BL,7,70-01-02 0:00,70-01-02 0:00,HCC38BL_501_2019
502,CVCL_1269,HCC4006,18,70-01-02 0:00,70-01-02 0:00,HCC4006_502_2019
503,CVCL_S700,HCC4011,18,70-01-02 0:00,70-01-02 0:00,HCC4011_503_2019
504,CVCL_V579,HCC4017,18,70-01-02 0:00,70-01-02 0:00,HCC4017_504_2019
505,CVCL_5135,HCC461,18,70-01-02 0:00,70-01-02 0:00,HCC461_505_2019
506,CVCL_5136,HCC515,18,70-01-02 0:00,70-01-02 0:00,HCC515_506_2019
507,CVCL_G002,HCC60,24,70-01-02 0:00,70-01-02 0:00,HCC60_507_2019
508,CVCL_V729,HCC630,24,70-01-02 0:00,70-01-02 0:00,HCC630_508_2019
509,CVCL_1270,HCC70,7,70-01-02 0:00,70-01-02 0:00,HCC70_509_2019
510,CVCL_3378,HCC712,7,70-01-02 0:00,70-01-02 0:00,HCC712_510_2019
511,NA,HCC812,7,70-01-02 0:00,70-01-02 0:00,HCC812_511_2019
512,CVCL_2063,HCC827,18,70-01-02 0:00,70-01-02 0:00,HCC827_512_2019
513,CVCL_V731,HCC89,15,70-01-02 0:00,70-01-02 0:00,HCC89_513_2019
514,CVCL_1271,HCE-4,21,70-01-02 0:00,70-01-02 0:00,HCE4_514_2019
515,CVCL_5138,HCE-7,21,70-01-02 0:00,70-01-02 0:00,HCE7_515_2019
516,CVCL_1272,HCE-T,37,70-01-02 0:00,70-01-02 0:00,HCET_516_2019
517,CVCL_0291,HCT-116,16,70-01-02 0:00,70-01-02 0:00,HCT116_517_2019
518,CVCL_0292,HCT-15,16,70-01-02 0:00,70-01-02 0:00,HCT15_518_2019
519,CVCL_2478,HCT-8,16,70-01-02 0:00,70-01-02 0:00,HCT8_519_2019
520,CVCL_1273,HD-MY-Z,13,70-01-02 0:00,70-01-02 0:00,HDMYZ_520_2019
521,CVCL_0009,HDLM-2,13,70-01-02 0:00,70-01-02 0:00,HDLM2_521_2019
522,CVCL_2067,HDQ-P1,7,70-01-02 0:00,70-01-02 0:00,HDQP1_522_2019
523,CVCL_1274,HEC-1,11,70-01-02 0:00,70-01-02 0:00,HEC1_523_2019
524,CVCL_0293,HEC-1-A,11,70-01-02 0:00,70-01-02 0:00,HEC1A_524_2019
525,CVCL_2923,HEC-108,11,70-01-02 0:00,70-01-02 0:00,HEC108_525_2019
526,CVCL_2925,HEC-151,11,70-01-02 0:00,70-01-02 0:00,HEC151_526_2019
527,CVCL_2927,HEC-251,11,70-01-02 0:00,70-01-02 0:00,HEC251_527_2019
528,CVCL_2928,HEC-265,11,70-01-02 0:00,70-01-02 0:00,HEC265_528_2019
529,CVCL_2929,HEC-50B,11,70-01-02 0:00,70-01-02 0:00,HEC50B_529_2019
530,CVCL_2930,HEC-59,11,70-01-02 0:00,70-01-02 0:00,HEC59_530_2019
531,CVCL_2931,HEC-6,11,70-01-02 0:00,70-01-02 0:00,HEC6_531_2019
532,CVCL_0294,HEC1B,11,70-01-02 0:00,70-01-02 0:00,HEC1B_532_2019
533,NA,HEK TE,15,70-01-02 0:00,70-01-02 0:00,HEKTE_533_2019
534,CVCL_0001,HEL,13,70-01-02 0:00,70-01-02 0:00,HEL_534_2019
535,CVCL_2481,HEL 92.1.7,13,70-01-02 0:00,70-01-02 0:00,HEL92.1.7_535_2019
536,CVCL_0030,HeLa,10,70-01-02 0:00,70-01-02 0:00,HeLa_536_2019
537,CVCL_1278,HeLaSF,10,70-01-02 0:00,70-01-02 0:00,HeLaSF_537_2019
538,CVCL_0326,Hep 3B2.1-7,17,70-01-02 0:00,70-01-02 0:00,Hep3B2.17_538_2019
539,CVCL_0027,Hep G2,17,70-01-02 0:00,70-01-02 0:00,HepG2_539_2019
540,CVCL_1906,HEp-2,37,70-01-02 0:00,70-01-02 0:00,HEp2_540_2019
541,CVCL_0297,HEY,24,70-01-02 0:00,70-01-02 0:00,HEY_541_2019
542,CVCL_8878,Hey-A8,24,70-01-02 0:00,70-01-02 0:00,HeyA8_542_2019
543,CVCL_1279,HGC-27,34,70-01-02 0:00,70-01-02 0:00,HGC27_543_2019
544,CVCL_1280,HH,13,70-01-02 0:00,70-01-02 0:00,HH_544_2019
545,CVCL_0302,HK-2,15,70-01-02 0:00,70-01-02 0:00,HK2_545_2019
546,CVCL_0002,HL-60,13,70-01-02 0:00,70-01-02 0:00,HL60_546_2019
547,CVCL_5529,HLC-1,18,70-01-02 0:00,70-01-02 0:00,HLC1_547_2019
548,CVCL_1281,HLE,17,70-01-02 0:00,70-01-02 0:00,HLE_548_2019
549,CVCL_2947,HLF,17,70-01-02 0:00,70-01-02 0:00,HLF_549_2019
550,CVCL_2255,HLF-a,18,70-01-02 0:00,70-01-02 0:00,HLFa_550_2019
551,CVCL_6670,HM7,16,70-01-02 0:00,70-01-02 0:00,HM7_551_2019
552,CVCL_2949,HMC-1-8,7,70-01-02 0:00,70-01-02 0:00,HMC18_552_2019
553,CVCL_3317,HMCB,31,70-01-02 0:00,70-01-02 0:00,HMCB_553_2019
554,CVCL_IZ34,HMEL,7,70-01-02 0:00,70-01-02 0:00,HMEL_554_2019
555,CVCL_1282,HMV-II,31,70-01-02 0:00,70-01-02 0:00,HMVII_555_2019
556,CVCL_2950,HMY-1,31,70-01-02 0:00,70-01-02 0:00,HMY1_556_2019
557,CVCL_1283,HN,37,70-01-02 0:00,70-01-02 0:00,HN_557_2019
558,CVCL_2071,HNT-34,13,70-01-02 0:00,70-01-02 0:00,HNT34_558_2019
559,CVCL_1284,HO-1-N-1,37,70-01-02 0:00,70-01-02 0:00,HO1N1_559_2019
560,CVCL_2784,HO-1-u-1,37,70-01-02 0:00,70-01-02 0:00,HO1u1_560_2019
561,CVCL_1285,HOP-62,18,70-01-02 0:00,70-01-02 0:00,HOP62_561_2019
562,CVCL_1286,HOP-92,18,70-01-02 0:00,70-01-02 0:00,HOP92_562_2019
563,CVCL_0312,HOS,5,70-01-02 0:00,70-01-02 0:00,HOS_563_2019
564,CVCL_3517,HPAC,25,70-01-02 0:00,70-01-02 0:00,HPAC_564_2019
565,CVCL_0313,HPAF-II,25,70-01-02 0:00,70-01-02 0:00,HPAFII_565_2019
566,CVCL_1820,HPB-ALL,13,70-01-02 0:00,70-01-02 0:00,HPBALL_566_2019
567,CVCL_2514,HRT-18,16,70-01-02 0:00,70-01-02 0:00,HRT18_567_2019
568,CVCL_0660,Hs 172.T,38,70-01-02 0:00,70-01-02 0:00,Hs172.T_568_2019
569,CVCL_0698,Hs 229.T,18,70-01-02 0:00,70-01-02 0:00,Hs229.T_569_2019
570,CVCL_0707,Hs 255.T,16,70-01-02 0:00,70-01-02 0:00,Hs255.T_570_2019
571,CVCL_0711,Hs 274.T,7,70-01-02 0:00,70-01-02 0:00,Hs274.T_571_2019
572,CVCL_0715,Hs 281.T,7,70-01-02 0:00,70-01-02 0:00,Hs281.T_572_2019
573,CVCL_0331,Hs 294T,31,70-01-02 0:00,70-01-02 0:00,Hs294T_573_2019
574,CVCL_0726,Hs 343.T,7,70-01-02 0:00,70-01-02 0:00,Hs343.T_574_2019
575,CVCL_0735,Hs 38.T,24,70-01-02 0:00,70-01-02 0:00,Hs38.T_575_2019
576,CVCL_0802,Hs 571.T,24,70-01-02 0:00,70-01-02 0:00,Hs571.T_576_2019
577,CVCL_0814,Hs 600.T,31,70-01-02 0:00,70-01-02 0:00,Hs600.T_577_2019
578,CVCL_0816,Hs 604.T,13,70-01-02 0:00,70-01-02 0:00,Hs604.T_578_2019
579,CVCL_0819,Hs 606.T,7,70-01-02 0:00,70-01-02 0:00,Hs606.T_579_2019
580,CVCL_0823,Hs 611.T,13,70-01-02 0:00,70-01-02 0:00,Hs611.T_580_2019
581,CVCL_0825,Hs 616.T,13,70-01-02 0:00,70-01-02 0:00,Hs616.T_581_2019
582,CVCL_0827,Hs 618.T,18,70-01-02 0:00,70-01-02 0:00,Hs618.T_582_2019
583,CVCL_0836,Hs 675.T,16,70-01-02 0:00,70-01-02 0:00,Hs675.T_583_2019
584,CVCL_0844,Hs 683,9,70-01-02 0:00,70-01-02 0:00,Hs683_584_2019
585,CVCL_0846,Hs 688(A).T,31,70-01-02 0:00,70-01-02 0:00,Hs688(A).T_585_2019
586,CVCL_0851,Hs 695T,31,70-01-02 0:00,70-01-02 0:00,Hs695T_586_2019
587,CVCL_0855,Hs 698.T,16,70-01-02 0:00,70-01-02 0:00,Hs698.T_587_2019
588,CVCL_0851,Hs 69ST,31,70-01-02 0:00,70-01-02 0:00,Hs69ST_588_2019
589,CVCL_0863,Hs 706.T,5,70-01-02 0:00,70-01-02 0:00,Hs706.T_589_2019
