cell_id,accession_id,cell_name,tissue_id,created_at,updated_at,cell_line_uid
22,CVCL_9875,600MPE,7,70-01-02 0:00,70-01-02 0:00,600MPE_22_2019
23,CVCL_8054,624 mel,31,70-01-02 0:00,70-01-02 0:00,624mel_23_2019
24,CVCL_1048,639-V,38,70-01-02 0:00,70-01-02 0:00,639V_24_2019
25,CVCL_1049,647-V,38,70-01-02 0:00,70-01-02 0:00,647V_25_2019
26,CVCL_0079,697,13,70-01-02 0:00,70-01-02 0:00,697_26_2019
27,CVCL_1050,769-P,15,70-01-02 0:00,70-01-02 0:00,769P_27_2019
28,CVCL_1051,786-0,15,70-01-02 0:00,70-01-02 0:00,7860_28_2019
29,CVCL_1052,8-MG-BA,9,70-01-02 0:00,70-01-02 0:00,8MGBA_29_2019
30,CVCL_1053,8305C,36,70-01-02 0:00,70-01-02 0:00,8305C_30_2019
31,CVCL_1054,8505C,36,70-01-02 0:00,70-01-02 0:00,8505C_31_2019
32,CVCL_4632,888-mel,31,70-01-02 0:00,70-01-02 0:00,888mel_32_2019
33,CVCL_C694,928 mel,31,70-01-02 0:00,70-01-02 0:00,928mel_33_2019
34,CVCL_1057,A101D,31,70-01-02 0:00,70-01-02 0:00,A101D_34_2019
35,CVCL_8481,A1207,9,70-01-02 0:00,70-01-02 0:00,A1207_35_2019
36,CVCL_0131,A172,9,70-01-02 0:00,70-01-02 0:00,A172_36_2019
37,CVCL_1058,A204,33,70-01-02 0:00,70-01-02 0:00,A204_37_2019
38,CVCL_1059,A2058,31,70-01-02 0:00,70-01-02 0:00,A2058_38_2019
39,CVCL_1060,A253,31,70-01-02 0:00,70-01-02 0:00,A253_39_2019
40,CVCL_0134,A2780,24,70-01-02 0:00,70-01-02 0:00,A2780_40_2019
41,CVCL_1062,A3-KAW,13,70-01-02 0:00,70-01-02 0:00,A3KAW_41_2019
42,CVCL_0132,A375,31,70-01-02 0:00,70-01-02 0:00,A375_42_2019
43,CVCL_1063,A388,31,70-01-02 0:00,70-01-02 0:00,A388_43_2019
44,CVCL_1064,A4-Fuk,13,70-01-02 0:00,70-01-02 0:00,A4Fuk_44_2019
45,CVCL_1055,A427,18,70-01-02 0:00,70-01-02 0:00,A427_45_2019
46,CVCL_0037,A431,31,70-01-02 0:00,70-01-02 0:00,A431_46_2019
47,CVCL_1056,A498,15,70-01-02 0:00,70-01-02 0:00,A498_47_2019
48,CVCL_0023,A549,18,70-01-02 0:00,70-01-02 0:00,A549_48_2019
49,CVCL_0080,A673,5,70-01-02 0:00,70-01-02 0:00,A673_49_2019
50,CVCL_1065,A704,15,70-01-02 0:00,70-01-02 0:00,A704_50_2019
51,CVCL_1066,ABC-1,18,70-01-02 0:00,70-01-02 0:00,ABC1_51_2019
52,CVCL_5113,ACC-MESO-1,27,70-01-02 0:00,70-01-02 0:00,ACCMESO1_52_2019
53,CVCL_6876,ACCS,38,70-01-02 0:00,70-01-02 0:00,ACCS_53_2019
54,CVCL_1067,ACHN,15,70-01-02 0:00,70-01-02 0:00,ACHN_54_2019
55,CVCL_1068,ACN,2,70-01-02 0:00,70-01-02 0:00,ACN_55_2019
56,CVCL_0139,AGS,34,70-01-02 0:00,70-01-02 0:00,AGS_56_2019
57,CVCL_0485,Alexander cells,17,70-01-02 0:00,70-01-02 0:00,Alexandercells_57_2019
58,CVCL_1069,ALL-PO,13,70-01-02 0:00,70-01-02 0:00,ALLPO_58_2019
59,CVCL_1805,ALL-SIL,13,70-01-02 0:00,70-01-02 0:00,ALLSIL_59_2019
60,CVCL_1070,AM-38,9,70-01-02 0:00,70-01-02 0:00,AM38_60_2019
61,CVCL_1071,AML-193,13,70-01-02 0:00,70-01-02 0:00,AML193_61_2019
62,CVCL_1806,AMO-1,13,70-01-02 0:00,70-01-02 0:00,AMO1_62_2019
63,CVCL_0028,AN3-CA,11,70-01-02 0:00,70-01-02 0:00,AN3CA_63_2019
64,CVCL_1072,ARH-77,13,70-01-02 0:00,70-01-02 0:00,ARH77_64_2019
65,CVCL_2856,ASH-3,36,70-01-02 0:00,70-01-02 0:00,ASH3_65_2019
66,CVCL_6C43,ASKA,41,70-01-02 0:00,70-01-02 0:00,ASKA_66_2019
67,CVCL_0152,AsPC-1,25,70-01-02 0:00,70-01-02 0:00,AsPC1_67_2019
68,CVCL_1073,ATN-1,13,70-01-02 0:00,70-01-02 0:00,ATN1_68_2019
69,CVCL_2299,ATRFLOX,16,70-01-02 0:00,70-01-02 0:00,ATRFLOX_69_2019
70,CVCL_1074,AU565,7,70-01-02 0:00,70-01-02 0:00,AU565_70_2019
71,CVCL_1074,AU655,7,70-01-02 0:00,70-01-02 0:00,AU655_71_2019
72,CVCL_2862,AZ-521,34,70-01-02 0:00,70-01-02 0:00,AZ521_72_2019
73,CVCL_1075,BALL-1,13,70-01-02 0:00,70-01-02 0:00,BALL1_73_2019
74,CVCL_1076,BB30-HNC,37,70-01-02 0:00,70-01-02 0:00,BB30HNC_74_2019
75,CVCL_1077,BB49-HNC,37,70-01-02 0:00,70-01-02 0:00,BB49HNC_75_2019
76,CVCL_1078,BB65-RCC,15,70-01-02 0:00,70-01-02 0:00,BB65RCC_76_2019
77,CVCL_1079,BC-1,13,70-01-02 0:00,70-01-02 0:00,BC1_77_2019
78,CVCL_1856,BC-2,13,70-01-02 0:00,70-01-02 0:00,BC2_78_2019
79,CVCL_1080,BC-3,13,70-01-02 0:00,70-01-02 0:00,BC3_79_2019
80,CVCL_1958,BC-3C,38,70-01-02 0:00,70-01-02 0:00,BC3C_80_2019
81,CVCL_0107,BCP-1,13,70-01-02 0:00,70-01-02 0:00,BCP1_81_2019
82,CVCL_0153,BCPAP,36,70-01-02 0:00,70-01-02 0:00,BCPAP_82_2019
83,CVCL_4613,BDCM,13,70-01-02 0:00,70-01-02 0:00,BDCM_83_2019
84,CVCL_1081,BE-13,13,70-01-02 0:00,70-01-02 0:00,BE13_84_2019
85,CVCL_0167,BE2-M17,2,70-01-02 0:00,70-01-02 0:00,BE2M17_85_2019
86,CVCL_1093,Becker,9,70-01-02 0:00,70-01-02 0:00,Becker_86_2019
87,CVCL_1082,BEN,18,70-01-02 0:00,70-01-02 0:00,BEN_87_2019
88,CVCL_1083,BFTC-905,38,70-01-02 0:00,70-01-02 0:00,BFTC905_88_2019
89,CVCL_1084,BFTC-909,38,70-01-02 0:00,70-01-02 0:00,BFTC909_89_2019
90,CVCL_3360,BGC-823,34,70-01-02 0:00,70-01-02 0:00,BGC823_90_2019
91,CVCL_1085,BHT-101,36,70-01-02 0:00,70-01-02 0:00,BHT101_91_2019
92,CVCL_1086,BHY,37,70-01-02 0:00,70-01-02 0:00,BHY_92_2019
93,CVCL_2307,BICR 10,22,70-01-02 0:00,70-01-02 0:00,BICR10_93_2019
94,CVCL_2308,BICR 16,37,70-01-02 0:00,70-01-02 0:00,BICR16_94_2019
95,CVCL_2309,BICR 18,37,70-01-02 0:00,70-01-02 0:00,BICR18_95_2019
96,CVCL_2310,BICR 22,37,70-01-02 0:00,70-01-02 0:00,BICR22_96_2019
97,CVCL_2312,BICR 31,37,70-01-02 0:00,70-01-02 0:00,BICR31_97_2019
98,CVCL_2313,BICR 56,37,70-01-02 0:00,70-01-02 0:00,BICR56_98_2019
99,CVCL_2314,BICR 6,37,70-01-02 0:00,70-01-02 0:00,BICR6_99_2019
100,CVCL_2315,BICR 78,22,70-01-02 0:00,70-01-02 0:00,BICR78_100_2019
101,CVCL_6573,BJ hTERT,31,70-01-02 0:00,70-01-02 0:00,BJhTERT_101_2019
102,CVCL_5711,BJAB,13,70-01-02 0:00,70-01-02 0:00,BJAB_102_2019
103,CVCL_1087,BL-41,13,70-01-02 0:00,70-01-02 0:00,BL41_103_2019
104,CVCL_1088,BL-70,13,70-01-02 0:00,70-01-02 0:00,BL70_104_2019
105,CVCL_1089,BOKU,10,70-01-02 0:00,70-01-02 0:00,BOKU_105_2019
106,CVCL_1090,BONNA-12,13,70-01-02 0:00,70-01-02 0:00,BONNA12_106_2019
107,CVCL_1091,BPH-1,28,70-01-02 0:00,70-01-02 0:00,BPH1_107_2019
108,CVCL_0178,BT-20,7,70-01-02 0:00,70-01-02 0:00,BT20_108_2019
109,CVCL_0179,BT-474,7,70-01-02 0:00,70-01-02 0:00,BT474_109_2019
110,CVCL_2319,BT-483,7,70-01-02 0:00,70-01-02 0:00,BT483_110_2019
111,CVCL_1092,BT-549,7,70-01-02 0:00,70-01-02 0:00,BT549_111_2019
112,NA,BT112,41,70-01-02 0:00,70-01-02 0:00,BT112_112_2019
113,CVCL_M155,BT12,41,70-01-02 0:00,70-01-02 0:00,BT12_113_2019
114,NA,BT131,41,70-01-02 0:00,70-01-02 0:00,BT131_114_2019
115,NA,BT139,41,70-01-02 0:00,70-01-02 0:00,BT139_115_2019
116,CVCL_IP10,BT145,41,70-01-02 0:00,70-01-02 0:00,BT145_116_2019
117,CVCL_UK63,BT147,41,70-01-02 0:00,70-01-02 0:00,BT147_117_2019
118,CVCL_IP11,BT159,41,70-01-02 0:00,70-01-02 0:00,BT159_118_2019
119,CVCL_M156,BT16,41,70-01-02 0:00,70-01-02 0:00,BT16_119_2019
120,CVCL_UK68,BT164,41,70-01-02 0:00,70-01-02 0:00,BT164_120_2019
121,CVCL_IP12,BT172,41,70-01-02 0:00,70-01-02 0:00,BT172_121_2019
122,NA,BT179,41,70-01-02 0:00,70-01-02 0:00,BT179_122_2019
123,NA,BT187,41,70-01-02 0:00,70-01-02 0:00,BT187_123_2019
124,NA,BT216,41,70-01-02 0:00,70-01-02 0:00,BT216_124_2019
125,NA,BT224,41,70-01-02 0:00,70-01-02 0:00,BT224_125_2019
126,NA,BT228,41,70-01-02 0:00,70-01-02 0:00,BT228_126_2019
127,NA,BT231,41,70-01-02 0:00,70-01-02 0:00,BT231_127_2019
128,NA,BT232,41,70-01-02 0:00,70-01-02 0:00,BT232_128_2019
129,NA,BT239,41,70-01-02 0:00,70-01-02 0:00,BT239_129_2019
130,CVCL_IP13,BT245,41,70-01-02 0:00,70-01-02 0:00,BT245_130_2019
131,NA,BT248,41,70-01-02 0:00,70-01-02 0:00,BT248_131_2019
132,NA,BT271,41,70-01-02 0:00,70-01-02 0:00,BT271_132_2019
133,NA,BT286,41,70-01-02 0:00,70-01-02 0:00,BT286_133_2019
134,NA,BT320,41,70-01-02 0:00,70-01-02 0:00,BT320_134_2019
135,NA,BT328,41,70-01-02 0:00,70-01-02 0:00,BT328_135_2019
136,NA,BT330,41,70-01-02 0:00,70-01-02 0:00,BT330_136_2019
137,NA,BT333,41,70-01-02 0:00,70-01-02 0:00,BT333_137_2019
138,NA,BT340,41,70-01-02 0:00,70-01-02 0:00,BT340_138_2019
139,NA,BT359,41,70-01-02 0:00,70-01-02 0:00,BT359_139_2019
140,NA,BT416,41,70-01-02 0:00,70-01-02 0:00,BT416_140_2019
141,NA,BT422,41,70-01-02 0:00,70-01-02 0:00,BT422_141_2019
142,NA,BT428,41,70-01-02 0:00,70-01-02 0:00,BT428_142_2019
143,NA,BT440,41,70-01-02 0:00,70-01-02 0:00,BT440_143_2019
144,NA,BT444,41,70-01-02 0:00,70-01-02 0:00,BT444_144_2019
145,NA,BT482,41,70-01-02 0:00,70-01-02 0:00,BT482_145_2019
146,NA,BT498,41,70-01-02 0:00,70-01-02 0:00,BT498_146_2019
147,NA,BT504,41,70-01-02 0:00,70-01-02 0:00,BT504_147_2019
148,CVCL_0181,BV-173,13,70-01-02 0:00,70-01-02 0:00,BV173_148_2019
149,CVCL_0186,BxPC-3,25,70-01-02 0:00,70-01-02 0:00,BxPC3_149_2019
150,CVCL_1094,C-33-A,10,70-01-02 0:00,70-01-02 0:00,C33A_150_2019
151,CVCL_2253,C-4 I,10,70-01-02 0:00,70-01-02 0:00,C4I_151_2019
152,CVCL_S959,C170,16,70-01-02 0:00,70-01-02 0:00,C170_152_2019
153,CVCL_1096,C2BBe1,16,70-01-02 0:00,70-01-02 0:00,C2BBe1_153_2019
154,CVCL_1097,C32,31,70-01-02 0:00,70-01-02 0:00,C32_154_2019
155,CVCL_2324,C32TG,31,70-01-02 0:00,70-01-02 0:00,C32TG_155_2019
156,CVCL_1098,C3A,17,70-01-02 0:00,70-01-02 0:00,C3A_156_2019
157,CVCL_1099,C8166,13,70-01-02 0:00,70-01-02 0:00,C8166_157_2019
158,CVCL_1100,Ca-Ski,10,70-01-02 0:00,70-01-02 0:00,CaSki_158_2019
159,CVCL_1101,CA46,13,70-01-02 0:00,70-01-02 0:00,CA46_159_2019
160,CVCL_1102,Ca9-22,37,70-01-02 0:00,70-01-02 0:00,Ca922_160_2019
161,CVCL_0025,Caco-2,16,70-01-02 0:00,70-01-02 0:00,Caco2_161_2019
162,CVCL_1103,CADO-ES1,5,70-01-02 0:00,70-01-02 0:00,CADOES1_162_2019
163,CVCL_0234,CAKI-1,15,70-01-02 0:00,70-01-02 0:00,CAKI1_163_2019
164,CVCL_0235,Caki-2,15,70-01-02 0:00,70-01-02 0:00,Caki2_164_2019
165,CVCL_1104,CAL-120,7,70-01-02 0:00,70-01-02 0:00,CAL120_165_2019
166,CVCL_1105,CAL-12T,18,70-01-02 0:00,70-01-02 0:00,CAL12T_166_2019
167,CVCL_1106,CAL-148,7,70-01-02 0:00,70-01-02 0:00,CAL148_167_2019
168,CVCL_1107,CAL-27,37,70-01-02 0:00,70-01-02 0:00,CAL27_168_2019
169,CVCL_1808,CAL-29,38,70-01-02 0:00,70-01-02 0:00,CAL29_169_2019
170,CVCL_1108,CAL-33,37,70-01-02 0:00,70-01-02 0:00,CAL33_170_2019
171,CVCL_1109,CAL-39,40,70-01-02 0:00,70-01-02 0:00,CAL39_171_2019
172,CVCL_1110,CAL-51,7,70-01-02 0:00,70-01-02 0:00,CAL51_172_2019
173,CVCL_1111,CAL-54,15,70-01-02 0:00,70-01-02 0:00,CAL54_173_2019
174,CVCL_1112,CAL-62,36,70-01-02 0:00,70-01-02 0:00,CAL62_174_2019
175,CVCL_1113,CAL-72,5,70-01-02 0:00,70-01-02 0:00,CAL72_175_2019
176,CVCL_1809,CAL-78,33,70-01-02 0:00,70-01-02 0:00,CAL78_176_2019
177,CVCL_1114,CAL-85-1,7,70-01-02 0:00,70-01-02 0:00,CAL851_177_2019
178,CVCL_0608,Calu-1,18,70-01-02 0:00,70-01-02 0:00,Calu1_178_2019
179,CVCL_0609,Calu-3,18,70-01-02 0:00,70-01-02 0:00,Calu3_179_2019
180,CVCL_0236,Calu-6,18,70-01-02 0:00,70-01-02 0:00,Calu6_180_2019
181,CVCL_1115,CAMA-1,7,70-01-02 0:00,70-01-02 0:00,CAMA1_181_2019
182,CVCL_0201,Caov-3,24,70-01-02 0:00,70-01-02 0:00,Caov3_182_2019
183,CVCL_0202,Caov-4,24,70-01-02 0:00,70-01-02 0:00,Caov4_183_2019
184,CVCL_0237,CAPAN-1,25,70-01-02 0:00,70-01-02 0:00,CAPAN1_184_2019
185,CVCL_0026,Capan-2,25,70-01-02 0:00,70-01-02 0:00,Capan2_185_2019
186,CVCL_1116,CaR-1,16,70-01-02 0:00,70-01-02 0:00,CaR1_186_2019
187,CVCL_1117,CAS-1,9,70-01-02 0:00,70-01-02 0:00,CAS1_187_2019
188,CVCL_1118,CCF-STTG1,9,70-01-02 0:00,70-01-02 0:00,CCFSTTG1_188_2019
189,CVCL_2873,CCK-81,16,70-01-02 0:00,70-01-02 0:00,CCK81_189_2019
190,CVCL_0207,CCRF-CEM,13,70-01-02 0:00,70-01-02 0:00,CCRFCEM_190_2019
191,CVCL_1860,CCRF-SB,13,70-01-02 0:00,70-01-02 0:00,CCRFSB_191_2019
192,CVCL_0209,CESS,13,70-01-02 0:00,70-01-02 0:00,CESS_192_2019
193,CVCL_1119,CFPAC-1,25,70-01-02 0:00,70-01-02 0:00,CFPAC1_193_2019
194,CVCL_1120,CGTH-W-1,36,70-01-02 0:00,70-01-02 0:00,CGTHW1_194_2019
195,CVCL_5723,CH-157MN,9,70-01-02 0:00,70-01-02 0:00,CH157MN_195_2019
196,CVCL_1121,ChaGo-K-1,18,70-01-02 0:00,70-01-02 0:00,ChaGoK1_196_2019
197,CVCL_1122,CHL-1,31,70-01-02 0:00,70-01-02 0:00,CHL1_197_2019
198,CVCL_1123,CHP-126,2,70-01-02 0:00,70-01-02 0:00,CHP126_198_2019
199,CVCL_1124,CHP-134,2,70-01-02 0:00,70-01-02 0:00,CHP134_199_2019
200,CVCL_1125,CHP-212,2,70-01-02 0:00,70-01-02 0:00,CHP212_200_2019
201,CVCL_X483,CHSA0011,5,70-01-02 0:00,70-01-02 0:00,CHSA0011_201_2019
202,CVCL_X484,CHSA0108,5,70-01-02 0:00,70-01-02 0:00,CHSA0108_202_2019
203,CVCL_X485,CHSA8926,23,70-01-02 0:00,70-01-02 0:00,CHSA8926_203_2019
204,CVCL_1861,CI-1,13,70-01-02 0:00,70-01-02 0:00,CI1_204_2019
205,CVCL_U797,CJM,31,70-01-02 0:00,70-01-02 0:00,CJM_205_2019
206,CVCL_1978,CL-11,16,70-01-02 0:00,70-01-02 0:00,CL11_206_2019
207,CVCL_1979,CL-14,16,70-01-02 0:00,70-01-02 0:00,CL14_207_2019
208,CVCL_1980,CL-34,16,70-01-02 0:00,70-01-02 0:00,CL34_208_2019
209,CVCL_1982,CL-40,16,70-01-02 0:00,70-01-02 0:00,CL40_209_2019
210,CVCL_0216,CMK,13,70-01-02 0:00,70-01-02 0:00,CMK_210_2019
211,CVCL_0217,CMK-11-5,13,70-01-02 0:00,70-01-02 0:00,CMK115_211_2019
212,CVCL_2804,CMK-86,13,70-01-02 0:00,70-01-02 0:00,CMK86_212_2019
213,CVCL_1126,CML-T1,13,70-01-02 0:00,70-01-02 0:00,CMLT1_213_2019
214,CVCL_1987,COLO 201,16,70-01-02 0:00,70-01-02 0:00,COLO201_214_2019
215,CVCL_1988,COLO 206F,16,70-01-02 0:00,70-01-02 0:00,COLO206F_215_2019
216,CVCL_0219,COLO 320DM,18,70-01-02 0:00,70-01-02 0:00,COLO320DM_216_2019
217,CVCL_1996,COLO 775,13,70-01-02 0:00,70-01-02 0:00,COLO775_217_2019
218,CVCL_2408,COLO 794,31,70-01-02 0:00,70-01-02 0:00,COLO794_218_2019
219,CVCL_2003,COLO 853,31,70-01-02 0:00,70-01-02 0:00,COLO853_219_2019
220,CVCL_2004,COLO 857,31,70-01-02 0:00,70-01-02 0:00,COLO857_220_2019
221,CVCL_0218,COLO-205,16,70-01-02 0:00,70-01-02 0:00,COLO205_221_2019
222,CVCL_1989,COLO-320,16,70-01-02 0:00,70-01-02 0:00,COLO320_222_2019
223,CVCL_0220,COLO-320-HSR,16,70-01-02 0:00,70-01-02 0:00,COLO320HSR_223_2019
224,CVCL_1128,COLO-668,18,70-01-02 0:00,70-01-02 0:00,COLO668_224_2019
225,CVCL_1862,COLO-677,18,70-01-02 0:00,70-01-02 0:00,COLO677_225_2019
226,CVCL_1129,COLO-678,16,70-01-02 0:00,70-01-02 0:00,COLO678_226_2019
227,CVCL_1130,COLO-679,31,70-01-02 0:00,70-01-02 0:00,COLO679_227_2019
228,CVCL_1131,COLO-680N,21,70-01-02 0:00,70-01-02 0:00,COLO680N_228_2019
229,CVCL_1132,COLO-684,11,70-01-02 0:00,70-01-02 0:00,COLO684_229_2019
230,CVCL_1992,COLO-699,18,70-01-02 0:00,70-01-02 0:00,COLO699_230_2019
231,CVCL_1994,COLO-704,24,70-01-02 0:00,70-01-02 0:00,COLO704_231_2019
232,CVCL_1133,COLO-741,16,70-01-02 0:00,70-01-02 0:00,COLO741_232_2019
233,CVCL_1997,COLO-783,31,70-01-02 0:00,70-01-02 0:00,COLO783_233_2019
234,CVCL_1134,COLO-792,31,70-01-02 0:00,70-01-02 0:00,COLO792_234_2019
235,CVCL_1135,COLO-800,31,70-01-02 0:00,70-01-02 0:00,COLO800_235_2019
236,CVCL_1998,COLO-818,31,70-01-02 0:00,70-01-02 0:00,COLO818_236_2019
237,CVCL_1136,COLO-824,7,70-01-02 0:00,70-01-02 0:00,COLO824_237_2019
238,CVCL_1137,COLO-829,31,70-01-02 0:00,70-01-02 0:00,COLO829_238_2019
239,CVCL_2002,COLO-849,31,70-01-02 0:00,70-01-02 0:00,COLO849_239_2019
240,CVCL_1138,COR-L105,18,70-01-02 0:00,70-01-02 0:00,CORL105_240_2019
241,CVCL_1139,COR-L23,18,70-01-02 0:00,70-01-02 0:00,CORL23_241_2019
242,CVCL_2409,COR-L24,18,70-01-02 0:00,70-01-02 0:00,CORL24_242_2019
243,CVCL_2410,COR-L26,18,70-01-02 0:00,70-01-02 0:00,CORL26_243_2019
244,CVCL_1140,COR-L279,18,70-01-02 0:00,70-01-02 0:00,CORL279_244_2019
245,CVCL_2411,COR-L303,18,70-01-02 0:00,70-01-02 0:00,CORL303_245_2019
246,CVCL_2412,COR-L311,18,70-01-02 0:00,70-01-02 0:00,CORL311_246_2019
247,CVCL_2413,COR-L32,18,70-01-02 0:00,70-01-02 0:00,CORL32_247_2019
248,CVCL_2414,COR-L321,18,70-01-02 0:00,70-01-02 0:00,CORL321_248_2019
249,CVCL_2415,COR-L47,18,70-01-02 0:00,70-01-02 0:00,CORL47_249_2019
250,CVCL_2416,COR-L51,18,70-01-02 0:00,70-01-02 0:00,CORL51_250_2019
251,CVCL_1141,COR-L88,18,70-01-02 0:00,70-01-02 0:00,CORL88_251_2019
252,CVCL_2418,COR-L95,18,70-01-02 0:00,70-01-02 0:00,CORL95_252_2019
253,CVCL_2419,COV318,24,70-01-02 0:00,70-01-02 0:00,COV318_253_2019
254,CVCL_2420,COV362,24,70-01-02 0:00,70-01-02 0:00,COV362_254_2019
255,CVCL_2422,COV413A,24,70-01-02 0:00,70-01-02 0:00,COV413A_255_2019
256,CVCL_2423,COV413B,24,70-01-02 0:00,70-01-02 0:00,COV413B_256_2019
257,CVCL_2010,COV434,24,70-01-02 0:00,70-01-02 0:00,COV434_257_2019
258,CVCL_2424,COV504,24,70-01-02 0:00,70-01-02 0:00,COV504_258_2019
259,CVCL_2425,COV644,24,70-01-02 0:00,70-01-02 0:00,COV644_259_2019
260,CVCL_1143,CP50-MEL-B,31,70-01-02 0:00,70-01-02 0:00,CP50MELB_260_2019
261,CVCL_1144,CP66-MEL,31,70-01-02 0:00,70-01-02 0:00,CP66MEL_261_2019
262,CVCL_1145,CP67-MEL,31,70-01-02 0:00,70-01-02 0:00,CP67MEL_262_2019
263,CVCL_1146,CPC-N,18,70-01-02 0:00,70-01-02 0:00,CPCN_263_2019
264,CVCL_1147,CRO-AP2,13,70-01-02 0:00,70-01-02 0:00,CROAP2_264_2019
265,CVCL_1810,CRO-AP3,13,70-01-02 0:00,70-01-02 0:00,CROAP3_265_2019
266,CVCL_T023,CS1,5,70-01-02 0:00,70-01-02 0:00,CS1_266_2019
267,CVCL_1149,CTB-1,13,70-01-02 0:00,70-01-02 0:00,CTB1_267_2019
268,CVCL_1150,CTV-1,13,70-01-02 0:00,70-01-02 0:00,CTV1_268_2019
269,CVCL_1151,CW-2,16,70-01-02 0:00,70-01-02 0:00,CW2_269_2019
270,CVCL_2011,CX-1,16,70-01-02 0:00,70-01-02 0:00,CX1_270_2019
271,CVCL_1153,D-247MG,9,70-01-02 0:00,70-01-02 0:00,D247MG_271_2019
272,CVCL_1154,D-263MG,9,70-01-02 0:00,70-01-02 0:00,D263MG_272_2019
273,CVCL_1155,D-283MED,9,70-01-02 0:00,70-01-02 0:00,D283MED_273_2019
274,CVCL_1156,D-336MG,9,70-01-02 0:00,70-01-02 0:00,D336MG_274_2019
275,CVCL_1158,D-392MG,9,70-01-02 0:00,70-01-02 0:00,D392MG_275_2019
276,CVCL_1160,D-423MG,9,70-01-02 0:00,70-01-02 0:00,D423MG_276_2019
277,CVCL_1162,D-502MG,9,70-01-02 0:00,70-01-02 0:00,D502MG_277_2019
278,CVCL_1164,D-542MG,9,70-01-02 0:00,70-01-02 0:00,D542MG_278_2019
279,CVCL_1166,D-566MG,9,70-01-02 0:00,70-01-02 0:00,D566MG_279_2019
280,CVCL_0018,D341 Med,9,70-01-02 0:00,70-01-02 0:00,D341Med_280_2019
281,CVCL_0243,DAN-G,25,70-01-02 0:00,70-01-02 0:00,DANG_281_2019
282,CVCL_1167,Daoy,9,70-01-02 0:00,70-01-02 0:00,Daoy_282_2019
283,CVCL_0008,Daudi,13,70-01-02 0:00,70-01-02 0:00,Daudi_283_2019
284,CVCL_1168,DB,13,70-01-02 0:00,70-01-02 0:00,DB_284_2019
285,CVCL_1169,DBTRG-05MG,9,70-01-02 0:00,70-01-02 0:00,DBTRG05MG_285_2019
286,CVCL_1170,DEL,13,70-01-02 0:00,70-01-02 0:00,DEL_286_2019
287,CVCL_4161,DEOC-1,31,70-01-02 0:00,70-01-02 0:00,DEOC1_287_2019
288,CVCL_1171,Detroit562,37,70-01-02 0:00,70-01-02 0:00,Detroit562_288_2019
289,CVCL_A762,DFCI024,18,70-01-02 0:00,70-01-02 0:00,DFCI024_289_2019
290,CVCL_0244,DG-75,13,70-01-02 0:00,70-01-02 0:00,DG75_290_2019
291,CVCL_6895,DIFI,16,70-01-02 0:00,70-01-02 0:00,DIFI_291_2019
292,CVCL_1172,DJM-1,31,70-01-02 0:00,70-01-02 0:00,DJM1_292_2019
293,CVCL_1173,DK-MG,9,70-01-02 0:00,70-01-02 0:00,DKMG_293_2019
294,CVCL_0248,DLD-1,16,70-01-02 0:00,70-01-02 0:00,DLD1_294_2019
295,CVCL_2019,DM-3,27,70-01-02 0:00,70-01-02 0:00,DM3_295_2019
296,CVCL_2438,DMS 454,18,70-01-02 0:00,70-01-02 0:00,DMS454_296_2019
297,CVCL_1174,DMS-114,18,70-01-02 0:00,70-01-02 0:00,DMS114_297_2019
